X1,X2,X3,X4,X5,X6,y1,y2,y3,y4,y5,y6,y7,y8,y9
0.5,0.8,0.9,0.5,0.0,0.0,0.13392937159526003,-0.46625283682663876,1.1765868012039253,-0.007804579313732464,-0.11983549146706893,2.735822274001888,2.6235682840764585,0.9847318527045469,0.9486016550949216
0.1,0.7,0.6,0.9,0.2,0.4,-1.2441840224974168,0.10109503703540984,0.6612972636690609,1.468719573504595,1.4788047334371697,1.4272919243529252,1.018724047440902,1.313150716931027,0.9325155077983392
0.5,0.2,0.4,1.0,0.2,0.4,0.7757348952465962,0.8649220937713687,-1.029273051611923,0.1809555500728564,0.26277459857863644,0.8848234339527032,0.7941325043477993,1.3198021622227958,1.1465253195322755
0.7,0.7,0.9,0.1,0.7,0.0,0.2785817296246863,1.113316241601046,0.5326392998544422,-0.6699476468177473,-0.9040072351728855,2.3039378664708754,2.1092307656866756,2.110771759290255,1.6170129881624469
0.6,0.9,0.9,0.7,0.6,0.9,-1.2258678347585985,0.7706763542577902,0.7094216727138721,0.745192850249872,0.5705307133782401,1.5813546638695355,1.6477502904889416,2.522754375184433,2.015304902392643
0.1,0.0,0.1,0.8,0.8,0.3,1.3100090583489963,0.8585156736417643,-2.685403379023997,1.4195120031143835,1.4131946665255155,1.5743959070743636,1.2354592291964148,0.7731228207489659,0.4265576381339487
1.0,0.9,0.8,0.7,0.3,0.6,0.563110407388559,-0.43095668538590365,0.9347976130411989,-0.07126031529806509,-0.14641533832699116,1.936758560689722,1.6111801325575108,2.062971412135292,1.9902763088209041
0.5,0.1,0.9,0.3,0.4,0.8,-1.0413314362054686,1.9260477758174799,0.1828641216708855,-0.087680289629232,-0.008521434157736582,1.3481294226418739,1.2002712401713609,1.5271342075530598,1.3231666056662565
0.1,1.0,0.4,0.0,0.3,0.9,-0.1191440604697401,-0.36909494159720013,-0.11689871935920557,1.5490300633775949,1.408258016663226,0.8469896912802728,0.7822361152665567,1.3599920863325585,0.9408075484867715
0.2,0.0,0.4,0.9,0.2,0.7,0.4750806664950707,1.0803599227756893,-1.2295600302342817,1.055526868458097,0.8060117774648402,1.084830869995884,0.9299658664994811,1.192651659176919,0.8008243362160179
0.7,1.0,0.9,0.8,0.6,0.9,-1.1986950156747944,1.3627285344219702,0.4894333795488188,0.6604754085451684,0.607264932149014,1.3830857525620037,1.068144907963451,2.6139979001815674,2.4466755915812426
0.3,0.7,0.7,0.4,0.5,0.9,-2.0270364350223278,1.2914197314355769,0.6781376889664588,1.371710745963966,1.5497475110031915,2.3440774372180435,1.9578962870511984,1.700263409515422,1.4813719806706234
0.3,0.6,0.8,0.0,0.2,1.0,-2.218499884804117,0.9840293940969306,0.9951178563097607,1.370874406689496,1.499294819423727,0.8512964352260974,0.5849311420953436,2.117097973327231,1.8042616373141855
0.7,0.7,0.9,0.7,0.3,1.0,-1.595142547066003,1.4428846492569778,0.8877367069445701,0.30992487184718853,0.21316450277268284,1.2456479534417462,1.0912592586545031,2.18354266907253,2.0724800496209888
