X1,X2,X3,X4,X5,X6,y1,y2,y3,y4,y5
0.5,0.8,0.9,0.5,0.0,0.0,-0.09212272130842325,1.2717989010341744,0.8355221276084863,1.0461733439077587,0.5151460290266958
0.1,0.7,0.6,0.9,0.2,0.4,-0.5231357913927628,1.8970327114505792,1.4577289429191633,2.324422110485013,2.194074090582667
0.5,0.2,0.4,1.0,0.2,0.4,0.5340481741115708,0.3324985727092312,0.43371286867400755,1.2064234177589108,1.0183671945156403
0.7,0.7,0.9,0.1,0.7,0.0,-0.5986510330355632,1.6184180231023213,1.5225748192631128,0.34735663674629047,0.45666295338259344
0.6,0.9,0.9,0.7,0.6,0.9,-1.513607652689327,2.4347926698377687,2.2788341062365434,2.495373074112042,2.3438539074007934
0.1,0.0,0.1,0.8,0.8,0.3,1.1713048072710535,-0.2257131559164705,-0.3743737874035237,2.139552546657339,1.8261578657773514
1.0,0.9,0.8,0.7,0.3,0.6,-0.4841872771449582,1.4904685507675215,1.5784436897641574,1.904277941785046,1.3989438511909942
0.5,0.1,0.9,0.3,0.4,0.8,-1.3697552235912906,2.1437917430529065,2.151006333720019,1.3423706989512432,1.0820001852430414
0.1,1.0,0.4,0.0,0.3,0.9,0.536676458853296,0.4394966079383826,0.38541455726471924,1.7485031230255013,1.798778027121592
0.2,0.0,0.4,0.9,0.2,0.7,0.33350372290167535,0.5165739749844355,0.5233528798985343,1.5386944073900075,1.5845893990975874
0.7,1.0,0.9,0.8,0.6,0.9,-1.765341525285285,2.810699731705473,2.544538361795024,2.6137604444177094,2.554383028358708
0.3,0.7,0.7,0.4,0.5,0.9,-1.5114664515026222,2.416314147277435,2.3620065899415477,2.6506369087302755,2.52535832634861
0.3,0.6,0.8,0.0,0.2,1.0,-1.219829671947485,2.1772678335681035,2.0821936619367385,2.4878764158101268,2.2535833112695576
0.7,0.7,0.9,0.7,0.3,1.0,-1.8008161011038963,2.791297767729967,2.512198644111012,2.11500479062548,1.736463388914035
0.0,0.8,0.7,0.7,0.1,0.1,-0.02403203641457166,0.9035152753813422,0.8976379255291895,2.2505707158203947,1.9767313080175923
0.3,0.0,0.8,0.6,0.4,0.5,-0.569720462376004,1.3823753125990537,1.6644884437734202,1.1183653955616124,0.9450971222561271
0.6,0.2,0.5,0.7,0.8,0.4,-0.2493333556508498,1.1869393147637246,1.1745473743262997,1.883759733571165,1.8481190189326149
0.4,0.7,0.7,0.4,0.9,0.0,-0.6361683083317132,1.657998694445052,1.3667154622093804,1.265637545530804,1.2954395652654427
0.2,0.0,1.0,0.7,0.1,0.7,-1.0779212641387483,1.8997166884827237,1.6104705216195183,2.282087366559018,2.044973951289398
0.9,0.8,1.0,0.4,0.0,0.1,0.14768712059092756,0.9035229905791112,0.8756139726222575,1.2058067112149953,0.8542658648860627
0.9,0.8,0.2,0.3,0.1,0.2,1.9471173030670559,-1.0120309180938472,-1.1660704473660366,0.696339539442294,0.7227066744451385
0.7,0.2,1.0,0.6,0.0,0.9,-1.3198202364305844,2.3621319300311594,2.0935521875299505,2.9121692266999153,2.769982556735669
0.2,0.6,0.6,0.2,0.7,0.7,-1.1773067700406832,2.2129395954548294,1.9961254023525017,3.1818060954640317,2.9006206000472234
0.0,0.6,0.5,0.1,1.0,0.4,-0.14413905424946033,1.0544677116771177,0.8986142928563217,1.6291164690019568,1.5147043935124551
0.6,0.0,0.6,0.5,0.1,0.2,0.11532975860413253,0.7582092032468988,0.6727326696326962,2.1858892329932442,1.810679431162386
0.1,0.5,0.4,1.0,0.0,0.7,-0.04715672670521359,1.1846982419257026,0.9289854299208947,2.514938813603016,2.39627498179117
0.8,0.9,0.5,0.7,0.0,0.9,-0.14311864703082341,1.1062778768908577,1.0268587391032689,3.790576203126481,3.523247071039359
0.3,0.9,0.1,0.4,0.4,0.6,0.9784422004736533,0.0208013890670493,-0.24631336328744807,1.859802831605492,1.7864741977808851
0.8,0.8,0.9,0.2,0.7,0.5,-0.7000309176730283,1.5440475171339372,1.672974794537035,1.1495988431034256,0.804160079294642
0.5,0.4,0.5,0.8,0.5,0.8,-0.31887089206082886,1.3846390567328493,1.1711214100540828,2.312756532547947,2.078521394222011
0.1,0.1,0.8,0.7,0.0,1.0,-1.4611864041545302,2.2970354805971134,2.015374309304999,3.7831511836204035,3.3925725370261404
0.3,0.4,0.2,0.0,0.3,0.5,1.7643604704010318,-0.7087234924261251,-0.9699192882102635,0.26160594492081196,0.12007377829984059
0.1,0.2,0.4,0.3,0.0,0.6,0.5022151647916171,0.24266052929026433,0.12275971193442292,1.8615071539406276,1.8372530829647555
0.0,0.7,0.2,1.0,0.8,0.3,0.5262594113393312,0.5936498669871797,0.3344632121496584,1.7072625709269118,1.3188275084206602
0.0,0.8,0.4,0.2,0.9,0.0,1.2413139436972958,-0.4667934924090075,-0.32143925432393594,0.5368370348894734,0.3059216033052494
0.3,0.8,0.1,1.0,0.4,0.3,0.9794761417648528,-0.04342331358757122,-0.1709482215467961,1.0734599373135074,1.1103744616028524
0.3,1.0,0.6,0.7,0.3,0.5,-0.6125994479141152,1.5757026675440837,1.6772244085398083,2.5969053896207175,2.3947234098329897
0.3,0.2,0.4,0.4,0.0,0.3,1.087751561991421,0.08763300683016848,-0.013366662727656436,1.4489028181205987,1.132500858227088
0.3,0.8,0.3,0.5,0.6,0.7,0.472066118007473,0.503045750997755,0.36484158005139705,1.1082842795903178,1.1820316576436392
0.5,0.1,0.7,0.0,1.0,1.0,-1.2879051461295314,2.3018309368001986,2.1250885667896466,2.8233273334514615,2.4962664786314415
0.2,0.8,0.2,0.1,0.4,0.0,1.837579184112689,-0.9909499754058795,-1.027785011733266,-0.22304278109679615,-0.4857482689705299
0.4,0.1,0.7,0.3,0.1,0.6,-0.8536337152301043,1.8827416197291413,1.676506498719521,2.775769678805118,2.5655879781314788
0.6,0.9,1.0,0.6,0.9,0.6,-1.3692162617157804,2.2174051322094015,2.266848587789832,2.0777971939053774,1.7295509914011047
0.0,0.0,0.2,0.9,0.6,0.0,1.4359104762313655,-0.3805682161882551,-0.7676207753988593,1.0178096686834985,1.0289476980131054
0.6,0.7,0.0,0.3,0.9,0.0,0.7276591939820487,0.38109228969438724,-0.04195940812938856,1.2027043158577937,1.1018160925953076
0.3,1.0,0.4,0.7,0.5,0.3,0.6857100998055489,0.36140377561735715,0.23034674267553013,1.1870761459548878,1.1491594175198134
0.8,0.8,0.0,0.6,0.7,0.9,0.15699922709309222,0.651012451753542,0.665550476446903,3.0912069368388364,3.2314656112907083
0.5,0.4,0.9,1.0,0.5,0.2,-0.507856355076459,1.5496337413975945,1.3880476752974078,0.3049817242672843,0.11336887906830398
0.5,0.6,0.6,0.8,1.0,0.7,-1.692009345008357,2.7698176620175676,2.6978133630842143,2.752387316344612,2.597067099174514
0.7,0.7,0.2,0.6,0.0,0.5,0.4757245970592323,0.42915194456632155,0.3008735608859122,1.6938230690273501,1.4159344232261886
0.2,0.1,1.0,0.8,0.5,0.9,-1.7758768877717974,2.7218168511730827,2.4564039657887995,2.5733357886795223,2.306102271821428
0.4,0.9,0.1,0.2,0.0,1.0,1.0137083748629947,-0.042546938156263245,-0.02049115931273321,3.5101698157902836,3.578304091925044
0.4,0.7,0.0,0.6,0.2,0.4,0.7221700619583741,0.3981464496110033,0.21683028637721286,1.9081878429449803,1.8398785186321693
0.3,0.6,0.7,0.6,0.3,0.0,-0.6176101513506649,1.6214745016217866,1.5552007001167625,1.587179536793002,1.2562078316273664
0.6,0.4,0.7,0.6,0.2,1.0,-1.0299853588763366,1.9151754631694442,1.8951433597761471,3.2535434254963693,3.0963311712839134
0.9,1.0,0.5,0.9,0.9,0.9,-0.8850260388412323,1.9457922214522254,1.7483920326423956,3.5350735665447943,3.2992742149962293
0.8,0.6,0.4,0.2,1.0,0.9,-0.26199882397837093,1.3151453851038877,1.2089487119433469,1.8089766601065567,1.4995117079743603
0.4,0.0,0.0,0.3,1.0,0.4,1.23141336119589,-0.37565344612272783,-0.3607975088816413,1.3003402873674266,1.1308939127832616
0.9,0.3,0.9,0.1,0.2,0.5,-0.09452862942875272,1.218068127686092,1.0386049918943683,0.46769876343563127,0.265796703230735
0.4,0.0,0.8,0.2,0.3,0.9,-0.5673647084152758,1.4784380917329814,1.4620696809926945,1.773486206813468,1.501989881141144
