data,fold,depth,min_samples_leaf,min_samples_split,prediction_method,prediction_method_leaf,evaluation_method,mse,mse gap,nof_infeasibilities,training_duration,use_brute_force,use_hashmaps,use_initial_solution,RF_n_estimators
synthetic_manifold_df_size_2000_targets_5_seed_0,0,5,5,10,sklearn,sklearn,sklearn,0.5101930569065487,0.0,400,0.011035919189453125,,,,
synthetic_manifold_df_size_2000_targets_5_seed_0,0,5,5,10,mean,optimal,mse,0.5119189103166033,0.003382745779644592,0,1.080428123474121,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,0,5,5,10,mean,optimal,mse,0.42974879642760405,-0.15767415763495876,0,15.30843472480774,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_0,0,5,5,10,optimal,optimal,mse,0.5008421017755355,-0.01832826810249213,0,43.80439519882202,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,0,5,5,10,optimal,optimal,mse,0.41359360934122735,-0.18933900855302177,0,532.0149967670441,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_0,0,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.5008421018737581,-0.018328267909971573,0,369.95060443878174,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,1,5,5,10,sklearn,sklearn,sklearn,0.4873875837335886,0.0,400,0.004015684127807617,,,,
synthetic_manifold_df_size_2000_targets_5_seed_0,1,5,5,10,mean,optimal,mse,0.5023119503466604,0.030621146519049736,0,0.6819696426391602,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,1,5,5,10,mean,optimal,mse,0.4262390416026003,-0.12546183811775716,0,10.695131540298462,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_0,1,5,5,10,optimal,optimal,mse,0.4835202374794464,-0.007934847713018752,0,30.80722165107727,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,1,5,5,10,optimal,optimal,mse,0.41588081389958304,-0.14671438547169052,0,380.7745416164398,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_0,1,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.5091669747308393,0.04468597831403833,0,358.1208465099335,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,2,5,5,10,sklearn,sklearn,sklearn,0.4697569904029172,0.0,400,0.0,,,,
